URL in opinion,Timetravel URL,Rot,Archive,Archive Source,CL address,Case name,Date opinion was filed,Opinion download URL,Citation count,CL ID,Link rot,Ref rot
http://herndon1.sdrdc.com/cgi-bin/com_supopp/C00068692,http://timetravel.mementoweb.org/list/20010625151530/http://herndon1.sdrdc.com/cgi-bin/com_supopp/C00068692,,0,,http://courtlistener.org/opinion/118456/federal-election-commn-v-colorado-republican-feder/,Federal Election Comm'n v. Colorado Republican Federal Campaign Comm.,6/25/01,None,64,118456,1,0
http://herndon1.sdrdc.com/cgi-bin/com_supopp/C00023580,http://timetravel.mementoweb.org/list/20010625151530/http://herndon1.sdrdc.com/cgi-bin/com_supopp/C00023580,,0,,http://courtlistener.org/opinion/118456/federal-election-commn-v-colorado-republican-feder/,Federal Election Comm'n v. Colorado Republican Federal Campaign Comm.,6/25/01,None,64,118456,1,0
http://www.naag.org,http://timetravel.mementoweb.org/list/20010628151530/http://www.naag.org,,1,"1, 3, 4",http://courtlistener.org/opinion/118458/lorillard-tobacco-co-v-reilly/,Lorillard Tobacco Co. v. Reilly,6/28/01,None,164,118458,0,1
http://www.eeoc.gov/stats/enforcement.html,http://timetravel.mementoweb.org/list/20020115151530/http://www.eeoc.gov/stats/enforcement.html,,1,"1, 3, 2",http://courtlistener.org/opinion/118475/eeoc-v-waffle-house-inc/,"EEOC v. Waffle House, Inc.",1/15/02,None,234,118475,0,s404
http://www.oftel.gov.uk/publications/broadband/llu/llu0500.htm,http://timetravel.mementoweb.org/list/20020513151530/http://www.oftel.gov.uk/publications/broadband/llu/llu0500.htm,,1,"1, 8",http://courtlistener.org/opinion/118502/verizon-communications-inc-v-fcc/,Verizon Communications Inc. v. FCC,5/13/02,None,89,118502,0,s404
http://europa.eu.int/ISPO/infosoc/telecompolicy/en/r3148-en.htm,http://timetravel.mementoweb.org/list/20020513151530/http://europa.eu.int/ISPO/infosoc/telecompolicy/en/r3148-en.htm,,1,1,http://courtlistener.org/opinion/118502/verizon-communications-inc-v-fcc/,Verizon Communications Inc. v. FCC,5/13/02,None,89,118502,1,0
http://www.advocacyone.org/deathpenalty.html,http://timetravel.mementoweb.org/list/20020620151530/http://www.advocacyone.org/deathpenalty.html,,1,1,http://courtlistener.org/opinion/121158/atkins-v-virginia/,Atkins v. Virginia,6/20/02,None,871,121158,0,0
http://www.web.amnesty.org/rmp/dplibrary.nsf,http://timetravel.mementoweb.org/list/20020624151530/http://www.web.amnesty.org/rmp/dplibrary.nsf,,1,1,http://courtlistener.org/opinion/121165/ring-v-arizona/,Ring v. Arizona,6/24/02,None,1460,121165,0,1
http://www.cmsdnet.net/administration/EducationalServices/magnet.htm,http://timetravel.mementoweb.org/list/20020627151530/http://www.cmsdnet.net/administration/EducationalServices/magnet.htm,,1,"1, 4",http://courtlistener.org/opinion/121168/zelman-v-simmons-harris/,Zelman v. Simmons-Harris,6/27/02,None,98,121168,0,s404
http://www.dor/state.wi.us/ra/sum00pro.html,http://timetravel.mementoweb.org/list/20020627151530/http://www.dor/state.wi.us/ra/sum00pro.html,,0,,http://courtlistener.org/opinion/121168/zelman-v-simmons-harris/,Zelman v. Simmons-Harris,6/27/02,None,98,121168,1,0
http://www.mergerwatch.org/inthenews/publicfunding.html,http://timetravel.mementoweb.org/list/20020627151530/http://www.mergerwatch.org/inthenews/publicfunding.html',,0,,http://courtlistener.org/opinion/121168/zelman-v-simmons-harris/,Zelman v. Simmons-Harris,6/27/02,None,98,121168,0,s404
http://www.dat.state.md.us/sdatweb/stats/01ar_rpt.html,http://timetravel.mementoweb.org/list/20020627151530/http://www.dat.state.md.us/sdatweb/stats/01ar_rpt.html,,1,"1, 4",http://courtlistener.org/opinion/121168/zelman-v-simmons-harris/,Zelman v. Simmons-Harris,6/27/02,None,98,121168,1,0
http://www.ode.state.oh.us/community_schools/community_school_directory/default.asp,http://timetravel.mementoweb.org/list/20020627151530/http://www.ode.state.oh.us/community_schools/community_school_directory/default.asp,,1,1,http://courtlistener.org/opinion/121168/zelman-v-simmons-harris/,Zelman v. Simmons-Harris,6/27/02,None,98,121168,0,s404
http://www.justiceatstake.org/files/JASNationalSurveyResults.pdf,http://timetravel.mementoweb.org/list/20020627151530/http://www.justiceatstake.org/files/JASNationalSurveyResults.pdf,,1,"1, 3",http://courtlistener.org/opinion/121170/republican-party-of-minn-v-white/,Republican Party of Minn. v. White,6/27/02,None,114,121170,0,0
http://www.pridesurveys.com/main/supportfiles/natsum00.pdf,http://timetravel.mementoweb.org/list/20020627151530/http://www.pridesurveys.com/main/supportfiles/natsum00.pdf,,1,1,http://courtlistener.org/opinion/121171/board-of-ed-of-independent-school-dist-no-92-of-po/,Board of Ed. of Independent School Dist. No. 92 of Pottawatomie Cty. v. Earls,6/27/02,None,126,121171,0,s404
http://www.law.onu.edu/faculty/streib/juvdeath.pdf,http://timetravel.mementoweb.org/list/20021021151530/http://www.law.onu.edu/faculty/streib/juvdeath.pdf,,1,"1, 3",http://courtlistener.org/opinion/124465/in-re-stanford/,In Re Stanford,10/21/02,http://bulk.resource.org/courts.gov/c/US/537/537.US.968.01-10009.html,4,124465,0,s404
http://www.gao.gov/new.items/ai00267r.pdf,http://timetravel.mementoweb.org/list/20030115151530/http://www.gao.gov/new.items/ai00267r.pdf,,1,1,http://courtlistener.org/opinion/122253/barnhart-v-peabody-coal-co/,Barnhart v. Peabody Coal Co.,1/15/03,None,97,122253,0,0
http://policy.ssa.gov/poms.nsf/aboutpoms,http://timetravel.mementoweb.org/list/20030225151530/http://policy.ssa.gov/poms.nsf/aboutpoms,,1,"1, 2",http://courtlistener.org/opinion/122259/washington-state-dept-of-social-and-health-servs-v/,Washington State Dept. of Social and Health Servs. v. Guardianship Estate of Keffeler,2/25/03,None,84,122259,0,0
http://www.mrm.mms.gov/Stats/pdfdocs/lse_term.pdf,http://timetravel.mementoweb.org/list/20030304151530/http://www.mrm.mms.gov/Stats/pdfdocs/lse_term.pdf,,1,"1, 2",http://courtlistener.org/opinion/122264/united-states-v-navajo-nation/,United States v. Navajo Nation,3/4/03,None,47,122264,1,0
http://www.mrm.mms.gov/stats/pdfdocs/mrr96fin.pdf,http://timetravel.mementoweb.org/list/20030304151530/http://www.mrm.mms.gov/stats/pdfdocs/mrr96fin.pdf,,1,"1, 2",http://courtlistener.org/opinion/122264/united-states-v-navajo-nation/,United States v. Navajo Nation,3/4/03,None,47,122264,1,0
http://www.ojp.usdoj.gov/bjs/prisons.htm,http://timetravel.mementoweb.org/list/20030305151530/http://www.ojp.usdoj.gov/bjs/prisons.htm,,1,"1, 2, 4",http://courtlistener.org/opinion/127897/ewing-v-california/,Ewing v. California,3/5/03,None,1090,127897,1,0
http://www.bls.gov,http://timetravel.mementoweb.org/list/20030305151530/http://www.bls.gov,,1,"1, 2, 4, 3, 5, 6",http://courtlistener.org/opinion/127897/ewing-v-california/,Ewing v. California,3/5/03,None,1090,127897,0,1
http://www.dps.state.ak.us/nSorcr/asp/,http://timetravel.mementoweb.org/list/20030305151530/http://www.dps.state.ak.us/nSorcr/asp/,,1,1,http://courtlistener.org/opinion/127899/smith-v-doe/,Smith v. Doe,3/5/03,None,329,127899,1,0
http://seer.cancer.gov/csr/XXXX_XXXX/overview.pdf,http://timetravel.mementoweb.org/list/20030310151530/http://seer.cancer.gov/csr/XXXX_XXXX/overview.pdf,,0,,http://courtlistener.org/opinion/127901/norfolk-western-r-co-v-ayers/,Norfolk & Western R. Co. v. Ayers,3/10/03,None,48,127901,0,s404
http://seer.cancer.gov/csr/1973_1999/overview.pdf,http://timetravel.mementoweb.org/list/20030310151530/http://seer.cancer.gov/csr/1973_1999/overview.pdf,,1,"1, 2",http://courtlistener.org/opinion/127901/norfolk-western-r-co-v-ayers/,Norfolk & Western R. Co. v. Ayers,3/10/03,None,48,127901,0,0
http://167.10.5.131/Ct0601_0700/0652/1M11INDV.PDF,http://timetravel.mementoweb.org/list/20030505151530/http://167.10.5.131/Ct0601_0700/0652/1M11INDV.PDF,,0,,http://courtlistener.org/opinion/127886/illinois-ex-rel-lisa-madigan-attorney-general/,"Illinois Ex Rel. Lisa Madigan, Attorney General of Illinois v. Telemarketing Associates, Inc.",5/5/03,http://bulk.resource.org/courts.gov/c/US/538/538.US.1.01-1806.html,0,127886,1,0
http://167.10.5.131/Ct0601_0700/0652/1M11INDV.PDF,http://timetravel.mementoweb.org/list/20030505151530/http://167.10.5.131/Ct0601_0700/0652/1M11INDV.PDF,,0,,http://courtlistener.org/opinion/127918/illinois-ex-rel-madigan-attorney-general-of-illino/,"Illinois Ex Rel. Madigan, Attorney General of Illinois v. Telemarketing Associates, Inc.",5/5/03,http://bulk.resource.org/courts.gov/c/US/538/538.US.600.01-1806.html,23,127918,1,0
http://www.dol.gov/ebsa/faqs/faq_claims_proc_reg.html,"http://timetravel.mementoweb.org/list/20030527151530/http://www.dol.gov/ebsa/faqs/faq_claims_proc_reg.html,",,1,"1, 2",http://courtlistener.org/opinion/127890/the-black-decker-disability-plan-petitioner-v/,The Black & Decker Disability Plan v. Kenneth L. Nord,5/27/03,http://bulk.resource.org/courts.gov/c/US/538/538.US.1.02-469.html,0,127890,0,0
http://www.dol.gov/ebsa/faqs/faq_claims_proc_reg.html,http://timetravel.mementoweb.org/list/20030527151530/http://www.dol.gov/ebsa/faqs/faq_claims_proc_reg.html,,1,"1, 2",http://courtlistener.org/opinion/127929/black-decker-disability-plan-v-nord/,Black & Decker Disability Plan v. Nord,5/27/03,http://bulk.resource.org/courts.gov/c/US/538/538.US.822.02-469.html,324,127929,0,0
http://www.give.org/reports/index.asp,http://timetravel.mementoweb.org/list/20030616151530/http://www.give.org/reports/index.asp,,1,"1, 3. 4",http://courtlistener.org/opinion/130151/federal-election-commn-v-beaumont/,Federal Election Comm'n v. Beaumont,6/16/03,None,58,130151,1,0
http://www.aarp.org/press/disclosure.html,http://timetravel.mementoweb.org/list/20030616151530/http://www.aarp.org/press/disclosure.html,,1,1,http://courtlistener.org/opinion/130151/federal-election-commn-v-beaumont/,Federal Election Comm'n v. Beaumont,6/16/03,None,58,130151,0,1
http://www.nclis.gov/statsurv/2000plo.pdf,http://timetravel.mementoweb.org/list/20030623151530/http://www.nclis.gov/statsurv/2000plo.pdf,,1,"1, 2, 3",http://courtlistener.org/opinion/130153/united-states-v-american-library-assn-inc/,"United States v. American Library Assn., Inc.",6/23/03,None,56,130153,1,0
http://www.usccr.gov/pubs/percent2/percent2.pdf,http://timetravel.mementoweb.org/list/20030623151530/http://www.usccr.gov/pubs/percent2/percent2.pdf,,1,"1, 2, 3",http://courtlistener.org/opinion/130154/gratz-v-bollinger/,Gratz v. Bollinger,6/23/03,None,75,130154,1,0
http://www.huduser.org/Publications/pdf/Phase1_Report.pdf,http://timetravel.mementoweb.org/list/20030623151530/http://www.huduser.org/Publications/pdf/Phase1_Report.pdf,,1,1,http://courtlistener.org/opinion/130154/gratz-v-bollinger/,Gratz v. Bollinger,6/23/03,None,75,130154,0,0
http://www.civilrightsproject.harvard.edu/research/reseg03/AreWeLosingtheDream.pdf,http://timetravel.mementoweb.org/list/20030623151530/http://www.civilrightsproject.harvard.edu/research/reseg03/AreWeLosingtheDream.pdf,,1,1,http://courtlistener.org/opinion/130154/gratz-v-bollinger/,Gratz v. Bollinger,6/23/03,None,75,130154,1,0
http://www.civilrightsproject.harvard.edu/research/affirmativeaction/tristate.pdf,http://timetravel.mementoweb.org/list/20030623151530/http://www.civilrightsproject.harvard.edu/research/affirmativeaction/tristate.pdf,,1,"1, 3",http://courtlistener.org/opinion/130154/gratz-v-bollinger/,Gratz v. Bollinger,6/23/03,None,75,130154,1,0
http://www.law.umich.edu/prospectivestudents/Admissions/index.htm,http://timetravel.mementoweb.org/list/20030623151530/http://www.law.umich.edu/prospectivestudents/Admissions/index.htm,,1,1,http://courtlistener.org/opinion/130155/grutter-v-bollinger/,Grutter v. Bollinger,6/23/03,None,162,130155,0,s404
http://www.civilrightsproject.harvard.edu/research/reseg03/AreWeLosingtheDream.pdf,http://timetravel.mementoweb.org/list/20030623151530/http://www.civilrightsproject.harvard.edu/research/reseg03/AreWeLosingtheDream.pdf,,1,1,http://courtlistener.org/opinion/130155/grutter-v-bollinger/,Grutter v. Bollinger,6/23/03,None,162,130155,1,0
http://www.michiganlawyersweekly.com/barpassers0202.cfm,http://timetravel.mementoweb.org/list/20030623151530/http://www.michiganlawyersweekly.com/barpassers0202.cfm,,1,1,http://courtlistener.org/opinion/130155/grutter-v-bollinger/,Grutter v. Bollinger,6/23/03,None,162,130155,0,s404
http://www.michiganlawyersweekly.com/barpassers0702.cfm,http://timetravel.mementoweb.org/list/20030623151530/http://www.michiganlawyersweekly.com/barpassers0702.cfm,,0,,http://courtlistener.org/opinion/130155/grutter-v-bollinger/,Grutter v. Bollinger,6/23/03,None,162,130155,0,s404
http://www.ucop.edu/acadadv/datamgmt/lawmed/law-enrolls-eth2.html,http://timetravel.mementoweb.org/list/20030623151530/http://www.ucop.edu/acadadv/datamgmt/lawmed/law-enrolls-eth2.html,,1,1,http://courtlistener.org/opinion/130155/grutter-v-bollinger/,Grutter v. Bollinger,6/23/03,None,162,130155,0,s404
http://212.153.43.18/icjwww/idocket/igus/igusjudgment/igus_ijudgment_20010625.htm,http://timetravel.mementoweb.org/list/20031117151530/http://212.153.43.18/http://212.153.43.18/icjwww/idocket/igus/igusjudgment/igus_ijudgment_20010625.htm,,0,,http://courtlistener.org/opinion/134087/torres-v-mullin-warden/,"Torres v. Mullin, Warden",11/17/03,http://bulk.resource.org/courts.gov/c/US/540/540.US.1035.03-5781.html,0,134087,1,0
http://212.153.43.18/icjwww/idocket/imus/imusorder/imus_iapplication_20030109.PDF,http://timetravel.mementoweb.org/list/20031117151530/http://212.153.43.18/icjwww/idocket/imus/imusorder/imus_iapplication_20030109.PDF,,0,,http://courtlistener.org/opinion/134087/torres-v-mullin-warden/,"Torres v. Mullin, Warden",11/17/03,http://bulk.resource.org/courts.gov/c/US/540/540.US.1035.03-5781.html,0,134087,1,0
http://212.153.43.18/icjwww/idocket/imus/imusorder/imus_iapplication_20030109.PDF,http://timetravel.mementoweb.org/list/20031117151530/http://212.153.43.18/icjwww/idocket/imus/imusorder/imus_iapplication_20030109.PDF,,0,,http://courtlistener.org/opinion/134087/torres-v-mullin-warden/,"Torres v. Mullin, Warden",11/17/03,http://bulk.resource.org/courts.gov/c/US/540/540.US.1035.03-5781.html,0,134087,1,0
http://www.pirg.org/democracy/democracy.asp?id2=5068,http://timetravel.mementoweb.org/list/20031210151530/http://www.pirg.org/democracy/democracy.asp?id2=5068.,,1,1,http://courtlistener.org/opinion/131149/mcconnell-v-federal-election-commn/,McConnell v. Federal Election Comm'n,12/10/03,None,230,131149,1,0
http://www.fec.gov/press/051501congfinact/tables/allcong2000.xls,http://timetravel.mementoweb.org/list/20031210151530/http://www.fec.gov/press/051501congfinact/tables/allcong2000.xls,,1,1,http://courtlistener.org/opinion/131149/mcconnell-v-federal-election-commn/,McConnell v. Federal Election Comm'n,12/10/03,None,230,131149,0,s404
http://hraunfossfcc.gov/edocs_public/attachmatch/DOC-239978A1.pdf,http://timetravel.mementoweb.org/list/20040113151530/http://hraunfossfcc.gov/edocs_public/attachmatch/DOC-239978A1.pdf,,0,,http://courtlistener.org/opinion/131153/verizon-communications-inc-v-law-offices-of-curtis/,"Verizon Communications Inc. v. Law Offices of Curtis v. Trinko, LLP",1/13/04,None,78,131153,1,0
http://news.bbc.co.uk/1/hi/uk/290996.stm,http://timetravel.mementoweb.org/list/20040224151530/http://news.bbc.co.uk/1/hi/uk/290996.stm,,1,"1, 4",http://courtlistener.org/opinion/131164/olympic-airways-v-husain/,Olympic Airways v. Husain,2/24/04,None,40,131164,0,0
http://www.usps.com/financials/_pdf/GFY03.pdf,http://timetravel.mementoweb.org/list/20040225151530/http://www.usps.com/financials/_pdf/GFY03.pdf,,1,1,http://courtlistener.org/opinion/131167/postal-service-v-flamingo-industries-usa-ltd/,Postal Service v. Flamingo Industries (USA) Ltd.,2/25/04,None,27,131167,0,s404
http://www.aceproject.org/main/english/bd/bdy_gb.htm,http://timetravel.mementoweb.org/list/20040428151530/http://www.aceproject.org/main/english/bd/bdy_gb.htm,,1,4,http://courtlistener.org/opinion/134735/vieth-v-jubelirer/,Vieth v. Jubelirer,4/28/04,None,84,134735,0,0
http://www.legis.state.ia.us/Central/LSB/Guides/redist.htm,http://timetravel.mementoweb.org/list/20040428151530/http://www.legis.state.ia.us/Central/LSB/Guides/redist.htm,,1,"1, 4",http://courtlistener.org/opinion/134735/vieth-v-jubelirer/,Vieth v. Jubelirer,4/28/04,None,84,134735,1,0
http://www.aceproject.org/main/english/bd/bdy_ca.htm,http://timetravel.mementoweb.org/list/20040428151530/http://www.aceproject.org/main/english/bd/bdy_ca.htm,,0,,http://courtlistener.org/opinion/134735/vieth-v-jubelirer/,Vieth v. Jubelirer,4/28/04,None,84,134735,0,0
http://www.federalreserve.gov/releases/h15/data.htm,http://timetravel.mementoweb.org/list/20040517151530/http://www.federalreserve.gov/releases/h15/data.htm,,1,"1, 2, 3, 4",http://courtlistener.org/opinion/134742/till-v-scs-credit-corp/,Till v. SCS Credit Corp.,5/17/04,None,140,134742,0,0
http://www.balmoral.com/bdip.htm,http://timetravel.mementoweb.org/list/20040517151530/http://www.balmoral.com/bdip.htm,,1,1,http://courtlistener.org/opinion/134742/till-v-scs-credit-corp/,Till v. SCS Credit Corp.,5/17/04,None,140,134742,0,1
http://www.loanmallusa.com/dip.htm,http://timetravel.mementoweb.org/list/20040517151530/http://www.loanmallusa.com/dip.htm,,1,1,http://courtlistener.org/opinion/134742/till-v-scs-credit-corp/,Till v. SCS Credit Corp.,5/17/04,None,140,134742,0,1
http://www.irs.gov/irm/part4/ch50s19.html,http://timetravel.mementoweb.org/list/20040607151530/http://www.irs.gov/irm/part4/ch50s19.html,,1,"1, 2",http://courtlistener.org/opinion/134750/central-laborers-pension-fund-v-heinz/,Central Laborers' Pension Fund v. Heinz,6/7/04,None,55,134750,0,s404
http://www.bcpl.net/~etowner/anthem.html,http://timetravel.mementoweb.org/list/20040614151530/http://www.bcpl.net/~etowner/anthem.html,,1,"1, 4",http://courtlistener.org/opinion/136984/elk-grove-unified-school-dist-v-newdow/,Elk Grove Unified School Dist. v. Newdow,6/14/04,None,397,136984,0,s404
http://www.eisenhower.archives.gov/dl/DDay/SoldiersSailorsAirmen.pdf,http://timetravel.mementoweb.org/list/20040614151530/http://www.eisenhower.archives.gov/dl/DDay/SoldiersSailorsAirmen.pdf,,1,"1, 2",http://courtlistener.org/opinion/136984/elk-grove-unified-school-dist-v-newdow/,Elk Grove Unified School Dist. v. Newdow,6/14/04,None,397,136984,1,0
http://www.ut.blm.gov/planning/OTHERS/SRARMP-ROD%20MAY%201991.pdf,http://timetravel.mementoweb.org/list/20040614151530/http://www.ut.blm.gov/planning/OTHERS/SRARMP-ROD%20MAY%201991.pdf,,0,,http://courtlistener.org/opinion/136985/norton-v-southern-utah-wilderness-alliance/,Norton v. Southern Utah Wilderness Alliance,6/14/04,None,261,136985,1,0
http://www.ut.blm.gov/sanrafaelohv/wtheplan.htm,http://timetravel.mementoweb.org/list/20040614151530/http://www.ut.blm.gov/sanrafaelohv/wtheplan.htm,,1,"1, 2",http://courtlistener.org/opinion/136985/norton-v-southern-utah-wilderness-alliance/,Norton v. Southern Utah Wilderness Alliance,6/14/04,None,261,136985,1,0
http://www.motorcycles.org,http://timetravel.mementoweb.org/list/20040614151530/http://www.motorcycles.org,,1,1,http://courtlistener.org/opinion/136985/norton-v-southern-utah-wilderness-alliance/,Norton v. Southern Utah Wilderness Alliance,6/14/04,None,261,136985,0,1
http://www.defenselink.mil/transcripts/2004/tr20040430-1402.html,http://timetravel.mementoweb.org/list/20040628151530/http://www.defenselink.mil/transcripts/2004/tr20040430-1402.html,,1,1,http://courtlistener.org/opinion/137001/hamdi-v-rumsfeld/,Hamdi v. Rumsfeld,6/28/04,None,228,137001,0,s404
http://www.imf.org/external/np/fin/rates/param_rms_mth.cfm,http://timetravel.mementoweb.org/list/20041109151530/http://www.imf.org/external/np/fin/rates/param_rms_mth.cfm,,1,1,http://courtlistener.org/opinion/137726/norfolk-southern-r-co-v-james-n-kirby-pty-ltd/,"Norfolk Southern R. Co. v. James N. Kirby, Pty Ltd.",11/9/04,None,115,137726,0,0
http://www.cbanet.org/news/press%20releases/home_equity/prime_rate_adjust.htm,http://timetravel.mementoweb.org/list/20041130151530/http://www.cbanet.org/news/press%20releases/home_equity/prime_rate_adjust.htm,,0,,http://courtlistener.org/opinion/137728/koons-buick-pontiac-gmc-inc-v-nigh/,"Koons Buick Pontiac GMC, Inc. v. Nigh",11/30/04,None,69,137728,1,0
http://courts.michigan.gov/scao/courtforms/appeals/cc405.pdf,http://timetravel.mementoweb.org/list/20041213151530/http://courts.michigan.gov/scao/courtforms/appeals/cc405.pdf,,1,1,http://courtlistener.org/opinion/137732/kowalski-v-tesmer/,Kowalski v. Tesmer,12/13/04,None,88,137732,1,0
http://nces.ed.gov/pubs94/94102.pdf,http://timetravel.mementoweb.org/list/20041213151530/http://nces.ed.gov/pubs94/94102.pdf,,1,"1, 2, 3",http://courtlistener.org/opinion/137732/kowalski-v-tesmer/,Kowalski v. Tesmer,12/13/04,None,88,137732,0,0
http://www.ojp.usdoj.gov/bjs/pub/pdf/ecp.pdf,http://timetravel.mementoweb.org/list/20041213151530/http://www.ojp.usdoj.gov/bjs/pub/pdf/ecp.pdf,,1,"1, 2, 3",http://courtlistener.org/opinion/137732/kowalski-v-tesmer/,Kowalski v. Tesmer,12/13/04,None,88,137732,1,0
